       0     0.219840    -0.211284      1455.28      0.00000
       0     0.225928    -0.212292      2309.33   0.00617284
       0     0.232085    -0.212520      2156.74    0.0123457
       0     0.238110    -0.211223      2575.35    0.0185185
       0     0.243945    -0.209234      2534.08    0.0246914
       0     0.249515    -0.206578      2656.86    0.0308642
       0     0.255034    -0.203813      2148.74    0.0370370
       0     0.260703    -0.201398      1278.96    0.0432099
       1     0.266988    -0.203924      706.262      0.00000
       1     0.262456    -0.208112      1259.26   0.00617284
       1     0.258143    -0.212527      1638.48    0.0123457
       1     0.253451    -0.216537      1588.22    0.0185185
       2     0.104914    -0.269302      548.068      0.00000
       2    0.0987636    -0.269753      970.002   0.00617284
       2    0.0925948    -0.269628      935.796    0.0123457
       2    0.0865712    -0.268470      787.838    0.0185185
       2    0.0811948    -0.265542      569.938    0.0246914
       3     0.174428    -0.252021      582.596      0.00000
       3     0.168550    -0.253899      946.587   0.00617284
       4     0.132440    -0.264498      503.856      0.00000
       4     0.138066    -0.267034      593.064   0.00617284
       5     0.202396    -0.223093      499.476      0.00000
       5     0.196914    -0.225926      1380.24   0.00617284
       5     0.191629    -0.229110      694.564    0.0123457
       6     0.128428    -0.277639      459.091      0.00000
       6     0.133876    -0.280541      494.736   0.00617284
       7     0.203184    -0.256175      375.657      0.00000
       7     0.202952    -0.262343      530.951   0.00617284
       7     0.202557    -0.268501      532.225    0.0123457
       8     0.180757    -0.257679      377.108      0.00000
       8     0.186545    -0.259825      456.829   0.00617284
       8     0.192324    -0.261991      535.292    0.0123457
       9     0.132692    -0.295576      353.904      0.00000
       9     0.135670    -0.300975      451.607   0.00617284
       9     0.138232    -0.306589      356.516    0.0123457
       9     0.140402    -0.312366      200.000    0.0185185
       9     0.143162    -0.317862      124.106    0.0246914
       9     0.146414    -0.323104      75.7928    0.0308642
       9     0.150248    -0.327925      49.4450    0.0370370
      10     0.161292    -0.227682      275.091      0.00000
      10     0.167083    -0.229818      570.655   0.00617284
      10     0.172973    -0.231653      579.594    0.0123457
      11     0.211978    -0.224735      334.223      0.00000
      11     0.206670    -0.227870      400.378   0.00617284
      12     0.222856    -0.240257      300.402      0.00000
      12     0.229015    -0.240660      461.497   0.00617284
      13     0.136817    -0.283274      294.531      0.00000
      13     0.139787    -0.288653      439.044   0.00617284
      13     0.143412    -0.293609      411.576    0.0123457
      13     0.148406    -0.297225      344.313    0.0185185
      13     0.154055    -0.299689      352.322    0.0246914
      14     0.212465    -0.213383      207.761      0.00000
      14     0.207231    -0.216650      383.516   0.00617284
      14     0.202197    -0.220215      318.478    0.0123457
      15     0.130917    -0.232360      262.538      0.00000
      15     0.136833    -0.234119      340.628   0.00617284
      16     0.135614    -0.250898      230.829      0.00000
      16     0.130271    -0.253989      328.200   0.00617284
      17     0.213391    -0.224256      228.025      0.00000
      17     0.211316    -0.230070      246.677   0.00617284
      17     0.208817    -0.235709      214.004    0.0123457
      18     0.150101    -0.206977      229.529      0.00000
      18     0.156160    -0.208148      307.825   0.00617284
      18     0.162292    -0.208779      326.941    0.0123457
      19     0.152475    -0.249176      180.308      0.00000
      19     0.158643    -0.249340      305.852   0.00617284
      19     0.164804    -0.249732      286.225    0.0123457
      20     0.158193    -0.251786      164.586      0.00000
      20     0.152666    -0.254535      267.983   0.00617284
      21     0.212353    -0.199060      158.174      0.00000
      21     0.207836    -0.203260      195.548   0.00617284
      21     0.203756    -0.207884      205.668    0.0123457
      21     0.200581    -0.213169      195.854    0.0185185
      22     0.201407    -0.275391      144.866      0.00000
      22     0.198370    -0.280764      295.193   0.00617284
      22     0.195166    -0.286035      283.817    0.0123457
      23     0.187423    -0.291280      87.6626      0.00000
      23     0.181694    -0.293577      184.761   0.00617284
      23     0.175833    -0.295494      235.608    0.0123457
      23     0.169721    -0.296353      291.363    0.0185185
      23     0.163582    -0.296962      277.121    0.0246914
      23     0.157428    -0.296789      221.547    0.0308642
      24     0.182632    -0.212469      141.050      0.00000
      24     0.188460    -0.214488      218.126   0.00617284
      25     0.404997    -0.401094      144.183      0.00000
      25     0.411127    -0.401713      217.313   0.00617284
