       0     0.258823    -0.202661      970.119      0.00000
       0     0.253086    -0.204938      2724.91   0.00617284
       0     0.247343    -0.207195      1820.77    0.0123457
       0     0.241722    -0.209744      1246.44    0.0185185
       1     0.197854    -0.232551      434.699      0.00000
       1     0.192175    -0.234964      623.903   0.00617284
       1     0.186723    -0.237858      692.821    0.0123457
       1     0.181778    -0.241541      694.725    0.0185185
       2     0.130207    -0.262846      611.219      0.00000
       2     0.135802    -0.265432      1663.80   0.00617284
       2     0.141757    -0.267004      1067.34    0.0123457
       3     0.258825    -0.212395      565.538      0.00000
       3     0.253989    -0.216226      661.759   0.00617284
       4     0.259380    -0.200689      390.233      0.00000
       4     0.265517    -0.201226      591.031   0.00617284
       5     0.169390    -0.253360      299.574      0.00000
       5     0.175173    -0.255516      452.749   0.00617284
       5     0.180905    -0.257803      527.318    0.0123457
       5     0.186692    -0.259949      482.257    0.0185185
       5     0.192483    -0.262085      317.901    0.0246914
       6     0.144075    -0.244719      225.527      0.00000
       6     0.138771    -0.247877      403.361   0.00617284
       6     0.133429    -0.250970      558.312    0.0123457
       6     0.128440    -0.254600      483.647    0.0185185
       7     0.131507    -0.292330      400.442      0.00000
       7     0.133820    -0.298048      565.070   0.00617284
       7     0.136226    -0.303732      571.288    0.0123457
       7     0.139081    -0.309194      423.834    0.0185185
       7     0.141546    -0.314852      396.911    0.0246914
       7     0.144680    -0.320146      372.297    0.0308642
       7     0.149117    -0.324416      370.458    0.0370370
       7     0.154443    -0.327521      312.641    0.0432099
       7     0.160094    -0.329998      238.450    0.0493827
       7     0.166075    -0.331429      152.795    0.0555556
       7     0.172234    -0.331157      196.197    0.0617284
       7     0.178331    -0.330256      214.861    0.0679012
       7     0.184259    -0.328547      175.808    0.0740741
       7     0.189974    -0.326220      110.058    0.0802469
       7     0.195310    -0.323146      70.6091    0.0864197
       7     0.199849    -0.318975      71.2148    0.0925926
       8     0.388685    -0.400788      340.337      0.00000
       8     0.391999    -0.405993      560.764   0.00617284
       8     0.395022    -0.411371      656.426    0.0123457
       9     0.138765    -0.283337      330.444      0.00000
       9     0.140165    -0.289281      389.711   0.00617284
       9     0.144127    -0.293958      471.670    0.0123457
       9     0.149365    -0.297184      487.071    0.0185185
       9     0.155291    -0.298845      513.237    0.0246914
       9     0.161441    -0.298744      425.031    0.0308642
       9     0.167422    -0.297276      372.742    0.0370370
       9     0.173243    -0.295221      364.485    0.0432099
       9     0.178963    -0.292912      342.582    0.0493827
       9     0.184205    -0.289663      285.397    0.0555556
       9     0.188945    -0.285716      203.527    0.0617284
       9     0.193596    -0.281659      129.686    0.0679012
       9     0.198691    -0.278194      209.897    0.0740741
       9     0.201559    -0.272868      225.152    0.0802469
       9     0.202321    -0.266767      262.250    0.0864197
       9     0.202632    -0.260602      296.231    0.0925926
      10     0.124308    -0.262106      290.361      0.00000
      10     0.125904    -0.268061      407.866   0.00617284
      10     0.127040    -0.274099      310.915    0.0123457
      10     0.126618    -0.280251      391.779    0.0185185
      10     0.126143    -0.286401      409.216    0.0246914
      10     0.126331    -0.292564      208.691    0.0308642
      10     0.127578    -0.298607      181.976    0.0370370
      10     0.128697    -0.304676      205.618    0.0432099
      10     0.130461    -0.310583      183.871    0.0493827
      10     0.132940    -0.316233      131.402    0.0555556
      11     0.259847    -0.263315      291.952      0.00000
